ExptDateTime,Temperature,Humidity,Pressure,WindSpeed,WindDirection
01-06-2018 00:00:00,27.2,84,962.7,0,359
01-06-2018 01:00:00,27.4,88,962.9,0,359
01-06-2018 02:00:00,29.3,74,963.5,0,359
01-06-2018 03:00:00,31.3,58,964.1,2.7,41
01-06-2018 04:00:00,33.2,52,964.5,1.4,37
01-06-2018 05:00:00,34.2,48,964.2,2.5,39
01-06-2018 06:00:00,34.5,47,963.5,3,40
01-06-2018 07:00:00,35.5,43,962.6,1.5,7
01-06-2018 08:00:00,35.7,42,961.6,2.5,38
01-06-2018 09:00:00,36.6,40,960.2,1.9,59
01-06-2018 10:00:00,31.4,57,959.7,2.6,274
01-06-2018 11:00:00,28,76,962.9,5.5,163
01-06-2018 12:00:00,22.3,0,963.2,0.8,246
01-06-2018 13:00:00,22.5,0,962.9,0.9,327
01-06-2018 14:00:00,22.5,0,962.3,0,359
01-06-2018 15:00:00,22.7,0,964.2,0.6,250
01-06-2018 16:00:00,23.2,0,964.3,0,359
01-06-2018 17:00:00,23.1,0,964.5,0,359
01-06-2018 18:00:00,23.4,0,964,0,359
01-06-2018 19:00:00,23.1,0,963.8,0,359
01-06-2018 20:00:00,23.4,0,963.3,0,359
01-06-2018 21:00:00,23.7,0,962.9,0,359
01-06-2018 22:00:00,23.4,0,962.6,0,359
01-06-2018 23:00:00,23.3,0,962.2,0,359
02-06-2018 00:00:00,23.3,0,962.6,0,359
02-06-2018 01:00:00,24.3,0,963.2,0,359
02-06-2018 02:00:00,25.7,96,963.5,0,359
02-06-2018 03:00:00,28.1,77,963.8,0,359
02-06-2018 04:00:00,30.5,60,964.7,1.1,61
02-06-2018 05:00:00,31.5,56,964.6,1.4,25
02-06-2018 06:00:00,32.4,51,964.3,1.4,45
02-06-2018 07:00:00,32.5,52,963.8,2,40
02-06-2018 08:00:00,33.9,48,962.9,2.3,31
02-06-2018 09:00:00,34.9,45,961.5,2,50
02-06-2018 10:00:00,35.5,44,960.9,0.7,10
02-06-2018 11:00:00,33.5,48,960.4,1.6,49
02-06-2018 12:00:00,24.3,99,961.3,5,40
02-06-2018 13:00:00,23.3,0,964.2,1.3,124
02-06-2018 14:00:00,23.5,0,965,0.9,64
02-06-2018 15:00:00,23.3,0,964.6,1,323
02-06-2018 16:00:00,23.5,0,965.6,1.5,37
02-06-2018 17:00:00,23.3,0,966.2,0.2,327
02-06-2018 18:00:00,23.5,0,965.2,0,359
02-06-2018 19:00:00,23.6,0,964.2,0,359
02-06-2018 20:00:00,23.7,0,963,0,359
02-06-2018 21:00:00,24.4,0,961.9,1.5,42
02-06-2018 22:00:00,24.9,99,961.8,0.2,307
02-06-2018 23:00:00,24.5,0,962.2,0,359
03-06-2018 00:00:00,24.4,0,962.4,1.1,327
03-06-2018 01:00:00,24.2,0,963.2,0,359
03-06-2018 02:00:00,25,0,963.9,0,359
03-06-2018 03:00:00,26.8,91,964.3,0,359
