ExptDateTime,Temperature,Humidity,Pressure,WindSpeed,WindDirection
01-03-2018 00:00:00,17.2,0,968.6,0,359
01-03-2018 01:00:00,17.2,0,969.1,0,359
01-03-2018 02:00:00,17.7,0,970,0,359
01-03-2018 03:00:00,23,75,970.5,0,359
01-03-2018 04:00:00,26.7,49,970.7,0,359
01-03-2018 05:00:00,29.5,34,970.4,0,359
01-03-2018 06:00:00,32.6,18,969.7,1.3,186
01-03-2018 07:00:00,34.5,17,968.7,2,274
01-03-2018 08:00:00,34.3,18,967.4,2.3,230
01-03-2018 09:00:00,34.6,16,966.4,1.4,113
01-03-2018 10:00:00,34.3,18,965.7,0,359
01-03-2018 11:00:00,33.8,21,965.5,1.4,133
01-03-2018 12:00:00,32.2,20,966.1,1.7,153
01-03-2018 13:00:00,29.4,21,966.7,0,359
01-03-2018 14:00:00,27.9,23,967.4,1.1,193
01-03-2018 15:00:00,25.8,34,968.5,0,359
01-03-2018 16:00:00,25.7,45,969.3,0,359
01-03-2018 17:00:00,24.1,57,969.4,0,359
01-03-2018 18:00:00,22.1,65,969.4,0,359
01-03-2018 19:00:00,20.5,76,969.2,0,359
01-03-2018 20:00:00,19.5,81,968.5,0,359
01-03-2018 21:00:00,17.9,91,968.2,0,359
01-03-2018 22:00:00,18.7,95,967.9,0,359
01-03-2018 23:00:00,18.5,0,967.8,0,359
02-03-2018 00:00:00,17,99,968.1,0,359
02-03-2018 01:00:00,16.9,0,968.6,0,359
02-03-2018 02:00:00,17.6,99,969.2,0,359
02-03-2018 03:00:00,22.7,75,969.7,0,359
02-03-2018 04:00:00,28.1,37,970.1,0,359
02-03-2018 05:00:00,32.2,17,970.1,2,247
02-03-2018 06:00:00,33.1,17,969.4,1.5,307
02-03-2018 07:00:00,32.9,18,968.6,1.5,128
02-03-2018 08:00:00,33.9,19,967.5,1.1,226
02-03-2018 09:00:00,34.2,16,966.4,2.4,157
02-03-2018 10:00:00,33.9,18,965.5,0.9,102
02-03-2018 11:00:00,33.1,20,965.3,1.8,122
02-03-2018 12:00:00,31.8,18,965.7,1.6,140
02-03-2018 13:00:00,29,23,966,0.4,151
02-03-2018 14:00:00,27.4,27,966.8,0,359
02-03-2018 15:00:00,25.3,31,967.9,0,359
02-03-2018 16:00:00,24.9,33,968.9,0,359
02-03-2018 17:00:00,23.2,42,969.2,0,359
02-03-2018 18:00:00,19.7,52,969.1,0,359
02-03-2018 19:00:00,20.5,50,968.6,0,359
02-03-2018 20:00:00,18.6,58,968.2,0,359
02-03-2018 21:00:00,19,57,967.6,0,359
02-03-2018 22:00:00,17.9,62,967.4,0,359
02-03-2018 23:00:00,16.6,67,967.4,0,359
03-03-2018 00:00:00,16.6,68,967.6,0,359
03-03-2018 01:00:00,15.1,75,968,0,359
03-03-2018 02:00:00,17.2,67,968.8,0,359
03-03-2018 03:00:00,22.9,46,969.1,0,359
03-03-2018 04:00:00,28.4,24,969.3,0,359
03-03-2018 05:00:00,32.2,12,969.2,1,55
03-03-2018 06:00:00,34.1,10,968.6,1.6,259
03-03-2018 07:00:00,34.5,11,967.6,1.5,249
03-03-2018 08:00:00,34.4,11,966.5,1.1,238
03-03-2018 09:00:00,35.3,10,965.3,0.7,287
03-03-2018 10:00:00,35.3,11,964.8,0.6,250
03-03-2018 11:00:00,34.4,13,964.6,0.6,178
03-03-2018 12:00:00,33,16,965,0.8,219
03-03-2018 13:00:00,30.1,19,965.8,0.5,168
03-03-2018 14:00:00,28.1,24,966.6,0,359
03-03-2018 15:00:00,25.7,28,967.6,0,359
03-03-2018 16:00:00,24.6,29,968.3,0,359
03-03-2018 17:00:00,22.3,33,968.7,0,359
03-03-2018 18:00:00,21.6,40,968.4,0,359
03-03-2018 19:00:00,19.4,43,968.2,0,359
03-03-2018 20:00:00,19.4,46,967.5,0,359
03-03-2018 21:00:00,18.2,51,966.9,0,359
03-03-2018 22:00:00,18.2,51,966.7,0,359
03-03-2018 23:00:00,18.4,57,966.8,0,359
04-03-2018 00:00:00,16.5,64,967,0,359
04-03-2018 01:00:00,16.1,59,967.8,0,359
04-03-2018 02:00:00,17.2,63,968.6,0,359
04-03-2018 03:00:00,23,45,969,0,359
04-03-2018 04:00:00,28.2,18,969.2,0,359
04-03-2018 05:00:00,32.8,11,969.2,1.5,323
04-03-2018 06:00:00,34.4,10,968.4,1.3,264
04-03-2018 07:00:00,34.8,10,967.5,2.6,211
04-03-2018 08:00:00,35.1,11,966.3,2.2,215
04-03-2018 09:00:00,35.2,12,965.2,1.9,258
04-03-2018 10:00:00,36.2,13,964.6,1.6,234
04-03-2018 11:00:00,33.8,16,964.7,2.1,252
04-03-2018 12:00:00,32.4,19,964.8,2.2,245
04-03-2018 13:00:00,30,25,965.5,1.6,246
04-03-2018 14:00:00,28.4,25,966.2,1.1,244
04-03-2018 15:00:00,26.4,29,967.3,0,359
04-03-2018 16:00:00,25,38,968.1,0,359
04-03-2018 17:00:00,23.1,45,968.6,0,359
04-03-2018 18:00:00,21.3,53,968.7,0,359
04-03-2018 19:00:00,20,56,968.4,0,359
04-03-2018 20:00:00,18.9,61,967.6,0,359
04-03-2018 21:00:00,18.9,62,967.2,0,359
04-03-2018 22:00:00,16.4,75,966.9,0,359
04-03-2018 23:00:00,16.3,77,967,0,359
05-03-2018 00:00:00,16.1,77,967.5,0,359
05-03-2018 01:00:00,15.7,78,968.1,0,359
05-03-2018 02:00:00,17.3,72,969,0,359
05-03-2018 03:00:00,23.9,50,969.3,0,359
05-03-2018 04:00:00,29.6,26,969.7,0.7,136
05-03-2018 05:00:00,32.8,10,969.9,2.1,259
05-03-2018 06:00:00,32.4,9,969.4,2.6,250
05-03-2018 07:00:00,33.2,11,968.6,1.6,233
05-03-2018 08:00:00,33.7,14,967.6,1.7,183
05-03-2018 09:00:00,34.2,15,966.6,0.2,265
05-03-2018 10:00:00,34,15,965.7,1.1,207
05-03-2018 11:00:00,33.9,14,965.6,1.7,234
05-03-2018 12:00:00,32,17,965.9,2,217
05-03-2018 13:00:00,29.6,17,966.7,1.7,246
05-03-2018 14:00:00,27.6,17,967.6,1.5,139
05-03-2018 15:00:00,26.1,33,968.7,0,359
05-03-2018 16:00:00,24,40,969.7,0,359
05-03-2018 17:00:00,22.4,52,970.3,0,359
05-03-2018 18:00:00,21.3,59,970.2,0,359
05-03-2018 19:00:00,19.9,64,969.9,0,359
05-03-2018 20:00:00,18.2,68,969.2,0,359
05-03-2018 21:00:00,18.3,71,968.5,0,359
05-03-2018 22:00:00,16.9,81,968.1,0,359
05-03-2018 23:00:00,14.6,86,968.2,0,359
06-03-2018 00:00:00,13.7,87,968.5,0,359
06-03-2018 01:00:00,13.7,76,969.1,0,359
06-03-2018 02:00:00,15.2,61,970,0,359
06-03-2018 03:00:00,21.4,53,970.7,0,359
06-03-2018 04:00:00,26.4,29,970.9,0,359
06-03-2018 05:00:00,31.4,17,970.8,2.1,298
06-03-2018 06:00:00,32.7,19,970,2.1,294
06-03-2018 07:00:00,33.2,16,968.9,2.1,235
06-03-2018 08:00:00,33.7,15,967.8,1.4,250
06-03-2018 09:00:00,33.7,16,966.6,2.8,250
06-03-2018 10:00:00,34.3,17,965.9,2.2,169
06-03-2018 11:00:00,33.3,19,965.9,1,242
06-03-2018 12:00:00,31.7,24,966.2,2,245
06-03-2018 13:00:00,29.6,29,966.8,2.1,235
06-03-2018 14:00:00,28.4,29,967.9,3.1,238
06-03-2018 15:00:00,26.9,40,969,3.2,253
06-03-2018 16:00:00,25,56,969.8,3.2,250
06-03-2018 17:00:00,23.4,69,970.3,0,359
06-03-2018 18:00:00,22,74,970.3,0,359
06-03-2018 19:00:00,20.7,81,969.4,0,359
06-03-2018 20:00:00,19.6,90,968.7,0,359
06-03-2018 21:00:00,19.3,95,967.9,0,359
06-03-2018 22:00:00,17.7,97,967.7,0,359
06-03-2018 23:00:00,16.9,0,967.7,0,359
07-03-2018 00:00:00,17.6,0,968,0,359
07-03-2018 01:00:00,17.7,0,968.6,0,359
07-03-2018 02:00:00,18.1,0,969.8,0,359
07-03-2018 03:00:00,19.7,0,970.4,0,359
07-03-2018 04:00:00,24.3,67,971.1,0,359
07-03-2018 05:00:00,27.4,52,971,0,359
07-03-2018 06:00:00,30.6,31,970.1,1,235
07-03-2018 07:00:00,30.9,32,969.2,3.3,269
07-03-2018 08:00:00,32.1,29,968.2,2,261
07-03-2018 09:00:00,32.6,25,967,2.6,257
07-03-2018 10:00:00,32.3,29,966.3,1.9,236
07-03-2018 11:00:00,32.3,27,966.3,1.4,272
07-03-2018 12:00:00,31,31,966.7,2,245
07-03-2018 13:00:00,28.9,39,967.5,1.6,230
07-03-2018 14:00:00,27.5,37,968.2,2.8,245
07-03-2018 15:00:00,26.4,39,969.1,2.7,256
07-03-2018 16:00:00,25.4,41,970.1,0,359
07-03-2018 17:00:00,24.1,45,970.2,0,359
07-03-2018 18:00:00,21.9,54,969.8,0,359
07-03-2018 19:00:00,20.8,54,969.1,0,359
07-03-2018 20:00:00,19.1,61,968.2,0,359
07-03-2018 21:00:00,19.8,58,967.8,0,359
07-03-2018 22:00:00,17.1,70,967.7,0,359
07-03-2018 23:00:00,16,79,967.9,0,359
08-03-2018 00:00:00,16.4,76,968.4,0,359
08-03-2018 01:00:00,16.4,74,969.5,0,359
08-03-2018 02:00:00,18.4,67,970.4,0,359
08-03-2018 03:00:00,24.3,45,970.9,0,359
08-03-2018 04:00:00,28.3,27,971.1,0.6,327
08-03-2018 05:00:00,32.4,17,970.9,1,172
08-03-2018 06:00:00,33.4,14,970.3,1.6,185
08-03-2018 07:00:00,34.2,12,969.2,1.8,115
08-03-2018 08:00:00,34.6,13,968.1,1.8,237
08-03-2018 09:00:00,35,14,967.2,2.7,276
08-03-2018 10:00:00,34.5,13,966.7,1.5,221
08-03-2018 11:00:00,33.6,19,966.5,2.7,260
08-03-2018 12:00:00,32.1,19,966.7,1.5,212
08-03-2018 13:00:00,30,22,967.1,0.7,223
08-03-2018 14:00:00,27.6,28,967.8,0,359
08-03-2018 15:00:00,26.3,35,968.6,0,359
08-03-2018 16:00:00,24.6,39,969.1,0,359
08-03-2018 17:00:00,23.4,44,969.4,0,359
08-03-2018 18:00:00,21.8,54,969,0,359
08-03-2018 19:00:00,21,61,968.6,0,359
08-03-2018 20:00:00,19.8,69,968.2,0,359
08-03-2018 21:00:00,19.9,73,967.8,0,359
08-03-2018 22:00:00,19.4,85,968,0,359
08-03-2018 23:00:00,19.1,88,968.3,0,359
09-03-2018 00:00:00,17.8,93,968.5,0,359
09-03-2018 01:00:00,17.7,95,969.4,0,359
09-03-2018 02:00:00,18.4,98,970.4,0,359
09-03-2018 03:00:00,21.5,85,971,0,359
09-03-2018 04:00:00,25.7,69,971.1,1.3,202
09-03-2018 05:00:00,29.4,41,970.9,1.7,40
09-03-2018 06:00:00,30.8,25,970.2,1.6,166
09-03-2018 07:00:00,33,21,968.7,2,134
09-03-2018 08:00:00,33.9,27,967.6,1.6,276
09-03-2018 09:00:00,33.6,27,966.9,1.2,257
09-03-2018 10:00:00,33.3,30,966.3,1.9,226
